codigo,descripcion,peso_bruto,volumen,pais_origen,codigo_viaje
M000008619,Frutas y alimentos refrigerados,1625,54,Hong Kong,V000009353
M000008620,Carga de granel de trigo,19603,180,Colombia,V000003015
M000008621,Contenedor con productos electronicos,48527,163,Mexico,V000002975
M000008622,Cafe de exportacion,2514,15,China,V000002748
M000008623,Frutas y alimentos refrigerados,5658,93,Panama,V000003315
M000008624,Materiales de construccion,7188,177,Grecia,V000004893
M000008625,Productos quimicos no peligrosos,15499,183,Bahamas,V000003474
M000008626,Productos quimicos no peligrosos,5457,36,Espana,V000007660
M000008627,Productos quimicos no peligrosos,20095,136,Noruega,V000000782
M000008628,Maquinaria industrial pesada,30660,73,Grecia,V000003904
M000008629,Contenedor con productos electronicos,32007,117,Brasil,V000007331
M000008630,Frutas y alimentos refrigerados,8075,40,Singapur,V000008060
M000008631,Contenedor con productos electronicos,1832,41,Colombia,V000000442
M000008632,Maquinaria industrial pesada,3722,7,Panama,V000009171
M000008633,Carga de granel de trigo,30924,168,Ecuador,V000007910
M000008634,Carga de granel de trigo,17028,79,Espana,V000007176
M000008635,Materiales de construccion,12567,72,China,V000001941
M000008636,Cafe de exportacion,44592,31,Noruega,V000000258
M000008637,Piezas de repuesto automotrices,29072,76,Hong Kong,V000006247
M000008638,Carga de granel de trigo,22701,83,Espana,V000002149
M000008639,Productos textiles y confecciones,18294,166,China,V000002945
M000008640,Carga de granel de trigo,28166,50,Ecuador,V000002953
M000008641,Frutas y alimentos refrigerados,2416,113,Ecuador,V000007713
M000008642,Contenedor con productos electronicos,33691,56,Reino Unido,V000003257
M000008643,Materiales de construccion,23769,68,China,V000008219
M000008644,Frutas y alimentos refrigerados,47223,80,Espana,V000004798
M000008645,Materiales de construccion,40945,145,Malta,V000004745
M000008646,Productos textiles y confecciones,17282,138,Reino Unido,V000004172
M000008647,Contenedor con productos electronicos,3168,155,Espana,V000004684
M000008648,Maquinaria industrial pesada,42998,60,Brasil,V000009279
M000008649,Materiales de construccion,39066,32,Estados Unidos,V000001071
M000008650,Cafe de exportacion,46231,152,Grecia,V000004700
M000008651,Materiales de construccion,40598,2,Malta,V000006945
M000008652,Maquinaria industrial pesada,9813,163,Noruega,V000005314
M000008653,Maquinaria industrial pesada,37915,102,Malta,V000000631
M000008654,Maquinaria industrial pesada,23842,174,Panama,V000000955
M000008655,Carga de granel de trigo,49266,178,Estados Unidos,V000002814
M000008656,Carga de granel de trigo,26627,161,Alemania,V000004125
M000008657,Piezas de repuesto automotrices,27812,195,Liberia,V000008545
M000008658,Productos quimicos no peligrosos,44552,19,Mexico,V000004847
M000008659,Piezas de repuesto automotrices,35371,166,Brasil,V000004154
M000008660,Productos textiles y confecciones,4419,199,China,V000001396
M000008661,Carga de granel de trigo,14375,137,Peru,V000007953
M000008662,Carga de granel de trigo,6122,126,Reino Unido,V000000397
M000008663,Piezas de repuesto automotrices,37813,135,China,V000002075
M000008664,Maquinaria industrial pesada,19856,78,China,V000007418
M000008665,Productos quimicos no peligrosos,31241,196,Panama,V000004183
M000008666,Maquinaria industrial pesada,4102,33,Noruega,V000005501
M000008667,Maquinaria industrial pesada,12569,33,China,V000000164
M000008668,Productos textiles y confecciones,31414,114,China,V000009954
M000008669,Contenedor con productos electronicos,35240,145,Brasil,V000007319
M000008670,Carga de granel de trigo,7708,174,Malta,V000009019
M000008671,Materiales de construccion,25525,26,Grecia,V000003191
M000008672,Carga de granel de trigo,38572,90,Noruega,V000009579
M000008673,Maquinaria industrial pesada,6357,32,Dinamarca,V000009968
M000008674,Contenedor con productos electronicos,46121,83,Hong Kong,V000004027
M000008675,Cafe de exportacion,21168,122,Bahamas,V000007665
M000008676,Productos textiles y confecciones,18254,93,Espana,V000004511
M000008677,Carga de granel de trigo,47453,23,Alemania,V000008577
M000008678,Piezas de repuesto automotrices,24704,77,Islas Marshall,V000001635
M000008679,Maquinaria industrial pesada,11171,2,Noruega,V000007330
M000008680,Piezas de repuesto automotrices,41260,169,Malta,V000007340
M000008681,Materiales de construccion,18752,156,Islas Marshall,V000002014
M000008682,Productos quimicos no peligrosos,41855,61,Singapur,V000007417
M000008683,Frutas y alimentos refrigerados,192,194,Colombia,V000007495
M000008684,Materiales de construccion,22671,84,Islas Marshall,V000006885
M000008685,Materiales de construccion,43584,109,Estados Unidos,V000001193
M000008686,Acero laminado en bobinas,15253,79,Colombia,V000005525
M000008687,Frutas y alimentos refrigerados,35728,18,Ecuador,V000003442
M000008688,Acero laminado en bobinas,13586,137,Espana,V000005217
M000008689,Frutas y alimentos refrigerados,201,197,Malta,V000008430
M000008690,Acero laminado en bobinas,39894,87,Brasil,V000001085
M000008691,Contenedor con productos electronicos,3450,42,Dinamarca,V000002226
M000008692,Acero laminado en bobinas,3054,80,Dinamarca,V000000215
M000008693,Contenedor con productos electronicos,7089,151,Bahamas,V000007774
M000008694,Maquinaria industrial pesada,13881,32,China,V000001099
M000008695,Productos quimicos no peligrosos,31205,153,Panama,V000005044
M000008696,Frutas y alimentos refrigerados,48369,27,Singapur,V000003580
M000008697,Productos quimicos no peligrosos,8716,85,Grecia,V000000696
M000008698,Carga de granel de trigo,22332,22,Grecia,V000003109
M000008699,Materiales de construccion,17966,49,Hong Kong,V000001564
M000008700,Piezas de repuesto automotrices,18588,52,Colombia,V000005785
M000008701,Productos textiles y confecciones,26970,193,Mexico,V000001394
M000008702,Contenedor con productos electronicos,40616,20,Mexico,V000008775
M000008703,Productos quimicos no peligrosos,4953,183,Dinamarca,V000008588
M000008704,Acero laminado en bobinas,21019,80,Noruega,V000006280
M000008705,Carga de granel de trigo,29743,99,Islas Marshall,V000006508
M000008706,Piezas de repuesto automotrices,18288,85,Grecia,V000003340
M000008707,Cafe de exportacion,43413,168,Malta,V000008305
M000008708,Carga de granel de trigo,46623,178,Estados Unidos,V000001638
M000008709,Frutas y alimentos refrigerados,28602,18,Ecuador,V000008724
M000008710,Frutas y alimentos refrigerados,34480,1,Malta,V000004714
M000008711,Productos textiles y confecciones,41950,143,Ecuador,V000007694
M000008712,Maquinaria industrial pesada,20991,32,Malta,V000002894
M000008713,Productos quimicos no peligrosos,28483,74,Singapur,V000001375
M000008714,Cafe de exportacion,2500,147,China,V000002155
M000008715,Acero laminado en bobinas,23740,161,Peru,V000008937
M000008716,Materiales de construccion,39783,181,Chile,V000004762
M000008717,Piezas de repuesto automotrices,34410,16,Chile,V000009621
M000008718,Cafe de exportacion,17445,153,Peru,V000008084
M000008719,Productos textiles y confecciones,3096,15,Liberia,V000004717
M000008720,Productos quimicos no peligrosos,22690,92,Bahamas,V000000842
M000008721,Productos textiles y confecciones,26710,76,Hong Kong,V000009696
M000008722,Materiales de construccion,24787,154,Liberia,V000000051
M000008723,Maquinaria industrial pesada,23933,110,Dinamarca,V000002746
M000008724,Carga de granel de trigo,14305,147,Peru,V000001462
M000008725,Productos textiles y confecciones,26545,69,Bahamas,V000003276
M000008726,Productos quimicos no peligrosos,31596,194,Liberia,V000005437
M000008727,Carga de granel de trigo,13186,153,Mexico,V000008086
M000008728,Maquinaria industrial pesada,3276,18,Dinamarca,V000001271
M000008729,Materiales de construccion,7621,187,Singapur,V000008411
M000008730,Acero laminado en bobinas,20838,116,Bahamas,V000002227
M000008731,Contenedor con productos electronicos,21754,102,Colombia,V000004529
M000008732,Materiales de construccion,35708,68,Estados Unidos,V000002025
M000008733,Materiales de construccion,43484,50,Peru,V000002172
M000008734,Materiales de construccion,27553,63,Chile,V000005078
M000008735,Acero laminado en bobinas,12065,103,Islas Marshall,V000000923
M000008736,Frutas y alimentos refrigerados,37381,160,Grecia,V000000717
M000008737,Productos quimicos no peligrosos,20235,111,Alemania,V000006720
M000008738,Piezas de repuesto automotrices,39234,167,Estados Unidos,V000007227
M000008739,Carga de granel de trigo,25119,130,Hong Kong,V000005882
M000008740,Carga de granel de trigo,8793,113,Reino Unido,V000002754
M000008741,Contenedor con productos electronicos,31037,45,Hong Kong,V000004573
M000008742,Frutas y alimentos refrigerados,21472,157,Islas Marshall,V000008256
M000008743,Frutas y alimentos refrigerados,20749,33,Bahamas,V000009728
M000008744,Carga de granel de trigo,6860,140,Chile,V000007743
M000008745,Maquinaria industrial pesada,11593,132,Malta,V000000845
M000008746,Acero laminado en bobinas,42678,38,Mexico,V000002654
M000008747,Maquinaria industrial pesada,39634,158,Malta,V000000346
M000008748,Acero laminado en bobinas,47068,11,Estados Unidos,V000001259
M000008749,Acero laminado en bobinas,48079,13,Noruega,V000009057
M000008750,Cafe de exportacion,5793,39,Estados Unidos,V000007570
M000008751,Productos quimicos no peligrosos,21656,76,Peru,V000004814
M000008752,Productos textiles y confecciones,26500,63,Dinamarca,V000000202
M000008753,Piezas de repuesto automotrices,42000,134,Noruega,V000006228
M000008754,Materiales de construccion,3651,144,Hong Kong,V000000016
M000008755,Cafe de exportacion,39733,45,Malta,V000009905
M000008756,Acero laminado en bobinas,7953,194,Peru,V000008215
M000008757,Frutas y alimentos refrigerados,27670,154,Bahamas,V000009114
M000008758,Contenedor con productos electronicos,49915,148,Estados Unidos,V000007232
M000008759,Acero laminado en bobinas,18476,140,Japon,V000008343
M000008760,Frutas y alimentos refrigerados,16715,91,Colombia,V000003914
M000008761,Cafe de exportacion,2698,76,Bahamas,V000003782
M000008762,Frutas y alimentos refrigerados,33684,174,Noruega,V000008485
M000008763,Materiales de construccion,10803,97,Malta,V000008093
M000008764,Materiales de construccion,23939,43,Singapur,V000005708
M000008765,Materiales de construccion,31591,48,Mexico,V000005846
M000008766,Carga de granel de trigo,15087,18,Alemania,V000002624
M000008767,Materiales de construccion,13071,162,Peru,V000007080
M000008768,Cafe de exportacion,45916,66,Panama,V000006888
M000008769,Frutas y alimentos refrigerados,8889,7,Mexico,V000000520
M000008770,Cafe de exportacion,26580,25,Bahamas,V000006808
M000008771,Maquinaria industrial pesada,43496,41,Bahamas,V000006645
M000008772,Contenedor con productos electronicos,27383,15,Bahamas,V000004899
M000008773,Acero laminado en bobinas,10877,147,Mexico,V000000005
M000008774,Piezas de repuesto automotrices,45642,138,Mexico,V000001846
M000008775,Carga de granel de trigo,6849,79,Mexico,V000003838
M000008776,Productos quimicos no peligrosos,10406,127,Brasil,V000000987
M000008777,Materiales de construccion,1877,106,Malta,V000000701
M000008778,Carga de granel de trigo,6139,68,Dinamarca,V000000998
M000008779,Piezas de repuesto automotrices,37724,159,Chile,V000008776
M000008780,Materiales de construccion,28192,163,Espana,V000009216
M000008781,Acero laminado en bobinas,5213,46,Singapur,V000006642
M000008782,Carga de granel de trigo,15851,134,Colombia,V000002269
M000008783,Carga de granel de trigo,34349,175,Estados Unidos,V000006836
M000008784,Acero laminado en bobinas,345,11,Colombia,V000009034
M000008785,Materiales de construccion,43184,36,Islas Marshall,V000001204
M000008786,Contenedor con productos electronicos,26620,134,Brasil,V000008284
M000008787,Productos quimicos no peligrosos,10806,72,Grecia,V000002112
M000008788,Maquinaria industrial pesada,5628,51,Alemania,V000005801
M000008789,Piezas de repuesto automotrices,45364,103,Estados Unidos,V000006654
M000008790,Productos quimicos no peligrosos,20438,13,China,V000000412
M000008791,Materiales de construccion,38778,174,China,V000000545
M000008792,Materiales de construccion,25951,115,Mexico,V000000516
M000008793,Productos textiles y confecciones,30029,56,China,V000007924
M000008794,Piezas de repuesto automotrices,8245,177,Espana,V000003048
M000008795,Maquinaria industrial pesada,9227,105,Japon,V000006572
M000008796,Contenedor con productos electronicos,31892,184,Chile,V000003506
M000008797,Maquinaria industrial pesada,23163,138,Ecuador,V000004621
M000008798,Maquinaria industrial pesada,43881,126,Reino Unido,V000000671
M000008799,Piezas de repuesto automotrices,48540,97,Noruega,V000006785
M000008800,Piezas de repuesto automotrices,23144,157,Ecuador,V000006784
M000008801,Acero laminado en bobinas,26491,73,Espana,V000009572
M000008802,Materiales de construccion,36431,134,Chile,V000004053
M000008803,Productos textiles y confecciones,23755,93,Reino Unido,V000000955
M000008804,Materiales de construccion,10353,111,Dinamarca,V000003397
M000008805,Piezas de repuesto automotrices,32814,147,Mexico,V000009993
M000008806,Acero laminado en bobinas,6371,191,Noruega,V000001075
M000008807,Contenedor con productos electronicos,13597,160,Peru,V000000954
M000008808,Materiales de construccion,17631,19,Brasil,V000004813
M000008809,Acero laminado en bobinas,24839,52,Dinamarca,V000004070
M000008810,Contenedor con productos electronicos,30320,136,Chile,V000008372
M000008811,Piezas de repuesto automotrices,28653,178,Panama,V000009640
M000008812,Maquinaria industrial pesada,33346,121,Liberia,V000008594
M000008813,Productos textiles y confecciones,8359,25,Liberia,V000004239
M000008814,Materiales de construccion,1849,186,Bahamas,V000002408
M000008815,Productos quimicos no peligrosos,37632,108,Malta,V000007316
M000008816,Maquinaria industrial pesada,22546,186,Chile,V000009415
M000008817,Frutas y alimentos refrigerados,24213,36,Noruega,V000003339
M000008818,Productos quimicos no peligrosos,40649,53,Ecuador,V000005316
M000008819,Frutas y alimentos refrigerados,45981,1,Singapur,V000002095
M000008820,Frutas y alimentos refrigerados,24631,192,Dinamarca,V000005774
M000008821,Maquinaria industrial pesada,48475,102,Alemania,V000004554
M000008822,Materiales de construccion,27222,130,Bahamas,V000004279
M000008823,Carga de granel de trigo,13428,32,Liberia,V000006522
M000008824,Frutas y alimentos refrigerados,49731,40,Bahamas,V000003725
M000008825,Maquinaria industrial pesada,6531,88,Islas Marshall,V000000101
M000008826,Materiales de construccion,29407,195,Colombia,V000007894
M000008827,Contenedor con productos electronicos,10192,115,Malta,V000003005
M000008828,Piezas de repuesto automotrices,26093,37,Bahamas,V000008104
M000008829,Productos quimicos no peligrosos,16661,84,Singapur,V000009328
M000008830,Cafe de exportacion,32986,18,Malta,V000007135
M000008831,Maquinaria industrial pesada,263,85,Dinamarca,V000006412
M000008832,Frutas y alimentos refrigerados,18396,179,Panama,V000005355
M000008833,Carga de granel de trigo,765,72,Chile,V000000068
M000008834,Contenedor con productos electronicos,4127,103,Liberia,V000002205
M000008835,Materiales de construccion,44000,67,China,V000008481
M000008836,Carga de granel de trigo,3469,25,Malta,V000008558
M000008837,Maquinaria industrial pesada,37650,172,Grecia,V000009823
M000008838,Carga de granel de trigo,15812,163,Chile,V000002460
M000008839,Productos textiles y confecciones,35415,74,Chile,V000006183
M000008840,Productos textiles y confecciones,10572,80,Liberia,V000004616
M000008841,Cafe de exportacion,8906,82,Hong Kong,V000002484
